Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,month
08/11/2018,56,15,11.4,96.0,2.0,910,10.7,0.07,9.5,0.0,Autumn,No Holiday,Yes,11
06/01/2018,283,12,-2.435630075945456,35.0,3.1999999999999997,1672,-13.6,1.07,0.0,0.0,Winter,No Holiday,Yes,1
26/01/2018,108,22,-14.6,40.0,1.8,1746,-25.2,0.0,0.0,0.3,Winter,No Holiday,Yes,1
21/11/2018,755,16,6.1,53.0,0.5,2000,-2.7,0.21,0.0,0.0,Autumn,No Holiday,Yes,11
13/10/2018,1995,17,18.7,33.0,1.1,1164,2.0,0.7,0.0,0.0,Autumn,No Holiday,Yes,10
23/03/2018,932,19,8.3,48.0,3.0,779,-2.0,0.06,0.0,0.0,Spring,No Holiday,Yes,3
20/11/2018,422,1,2.9,43.0,1.0,1750,-8.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
02/11/2018,251,3,5.7,72.0,0.8,1368,1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
04/04/2018,113,1,14.8,96.0,1.7,209,14.1,0.0,0.0,0.0,Spring,No Holiday,Yes,4
22/07/2018,632,15,37.5,33.0,2.0,1816,18.4,2.32,0.0,0.0,Summer,No Holiday,Yes,7
20/04/2018,805,11,20.6,34.0,2.2,705,4.1,2.51,0.0,0.0,Spring,No Holiday,Yes,4
16/10/2018,854,10,14.4,45.0,0.6,1206,2.6,1.28,0.0,0.0,Autumn,No Holiday,Yes,10
18/03/2018,1059,16,22.491652935052194,30.0,1.6,1263,-4.8,0.94,0.0,0.0,Spring,No Holiday,Yes,3
19/11/2018,277,1,5.9,60.0,0.5,1332,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
10/08/2018,645,6,25.7,83.0,0.6,1483,22.5,0.0,0.0,0.0,Summer,No Holiday,Yes,8
25/12/2017,274,14,-0.4,31.0,2.0,2000,-15.5,1.1,0.0,0.0,Winter,Holiday,Yes,12
18/05/2018,697,14,16.7,88.0,1.5333333333333332,1760,14.6,0.72,0.0,0.0,Spring,No Holiday,Yes,5
18/11/2018,583,10,4.8,40.0,1.1,1676,-7.6,0.59,0.0,0.0,Autumn,No Holiday,Yes,11
12/03/2018,581,12,11.7,32.0,1.6,690,-4.4,1.99,0.0,0.0,Spring,No Holiday,Yes,3
18/10/2018,244,3,8.6,74.0,0.6,1985,4.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
08/12/2017,158,6,-6.0,56.0,3.5,1853,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes,12
23/11/2018,729,22,2.0,30.0,1.3,1995,-13.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
01/02/2018,37,4,-7.1,56.0,1.8,1841,-14.4,0.0,0.0,1.6,Winter,No Holiday,Yes,2
06/12/2017,58,4,-3.4,75.0,0.0,1982,-7.2,0.0,0.0,0.4,Winter,No Holiday,Yes,12
10/02/2018,197,0,1.5,71.0,1.1,590,-3.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2
18/01/2018,232,23,0.6,47.0,2.3,1046,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,1
07/04/2018,122,3,8.229083165319299,82.0,3.5,372,-1.2,0.0,0.1,0.0,Spring,No Holiday,Yes,4
07/03/2018,289,0,2.8,45.0,1.7,1493,-7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,3
29/06/2018,1209,15,28.4,63.0,2.8,742,20.6,2.47,0.0,0.0,Summer,No Holiday,Yes,6
02/02/2018,48,5,-6.8,61.0,1.2,1724,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2
20/07/2018,794,15,34.1,45.0,2.4,1110,20.4,2.88,0.0,0.0,Summer,No Holiday,Yes,7
13/03/2018,678,13,15.516998689219914,42.0,3.2,1305,4.0,2.6,0.0,0.0,Spring,No Holiday,Yes,3
06/05/2018,1737,17,20.2,62.0,1.1,2000,12.6,1.74,0.0,0.0,Spring,No Holiday,Yes,5
19/03/2018,818,19,8.4,51.0,3.3,1977,-1.1,0.01,0.0,0.0,Spring,No Holiday,Yes,3
01/04/2018,322,2,11.7,72.0,1.3,915,6.8,0.0,0.0,0.0,Spring,No Holiday,Yes,4
16/11/2018,1303,19,8.7,78.0,2.5,460,5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
21/02/2018,171,0,-1.4,28.0,3.4,1990,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2
19/02/2018,403,16,0.26230943875243684,35.0,2.9,1117,-8.0,1.1,0.0,0.0,Winter,No Holiday,Yes,2
20/06/2018,1158,14,27.5,47.0,2.7,990,15.1,3.24,0.0,0.0,Summer,No Holiday,Yes,6
11/04/2018,0,22,10.3,42.0,1.0,1923,-2.0,0.0,0.0,0.0,Spring,No Holiday,No,4
28/11/2018,167,3,3.5,38.0,1.6,907,-9.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
04/02/2018,35,4,-11.2,47.0,2.3,2000,-20.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2
09/10/2018,0,14,4.465969997786788,39.0,1.6,2000,4.5,0.67,0.0,0.0,Autumn,Holiday,No,10
28/06/2018,826,10,25.3,70.0,0.6,1386,19.4,0.7,0.0,0.0,Summer,No Holiday,Yes,6
09/10/2018,0,19,17.3,47.0,2.2,2000,5.8,0.0,0.0,0.0,Autumn,Holiday,No,10
05/08/2018,401,3,27.3,84.0,1.7,1089,24.3,0.0,0.0,0.0,Summer,No Holiday,Yes,8
15/09/2018,1465,13,25.8,65.0,1.0,1996,18.7,1.12,0.0,0.0,Autumn,No Holiday,Yes,9
19/04/2018,930,13,19.2,17.0,2.2,1448,-6.4,2.89,0.0,0.0,Spring,No Holiday,Yes,4
19/10/2018,1331,22,12.3,65.0,1.7,2000,5.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
15/04/2018,1105,12,19.609893026938785,53.0,3.4,1324,3.1,2.52,0.0,0.0,Spring,No Holiday,Yes,4
08/06/2018,299,5,18.6,81.0,0.6333333333333333,1205,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes,6
17/02/2018,39,6,-6.2,32.0,2.5,2000,-20.2,0.0,0.0,0.0,Winter,Holiday,Yes,2
17/04/2018,1920,8,8.7,49.0,0.8,1520,-1.4,0.68,0.0,0.0,Spring,No Holiday,Yes,4
07/06/2018,716,6,18.1,88.0,1.1,272,16.0,0.03,0.0,0.0,Summer,No Holiday,Yes,6
07/10/2018,2069,18,17.9,29.0,2.8,2000,-0.4,0.16,0.0,0.0,Autumn,No Holiday,Yes,10
01/07/2018,740,1,22.7,87.0,0.6333333333333333,1072,20.4,0.0,0.0,0.0,Summer,No Holiday,Yes,7
28/11/2018,681,13,9.2,13.0,1.6,1776,-17.8,1.86,0.0,0.0,Autumn,No Holiday,Yes,11
13/03/2018,161,2,5.4,66.0,0.6,623,-0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,3
21/08/2018,957,15,29.5,57.0,2.0,2000,20.0,2.1,0.0,0.0,Summer,No Holiday,Yes,8
17/02/2018,14,5,-5.7,31.0,2.3,1999,-20.1,0.0,0.0,0.0,Winter,Holiday,Yes,2
05/07/2018,1011,15,28.8,66.0,1.5999999999999999,1806,21.8,1.55,0.0,0.0,Summer,No Holiday,Yes,7
18/12/2017,181,16,1.8,76.0,0.8,410,-1.9,0.47,0.0,2.7,Winter,No Holiday,Yes,12
13/10/2018,226,4,7.1,79.0,1.2,1567,3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
11/07/2018,2328,19,28.2,72.0,2.1999999999999997,1745,22.6,0.13,0.0,0.0,Summer,No Holiday,Yes,7
14/07/2018,307,4,25.1,82.0,1.5,1336,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes,7
13/03/2018,571,11,12.6,49.0,1.4,988,2.1,0.84,0.0,0.0,Spring,No Holiday,Yes,3
11/09/2018,2171,17,25.4,44.0,1.2,2000,12.2,0.84,0.0,0.0,Autumn,No Holiday,Yes,9
09/02/2018,263,22,2.5,66.0,1.1,759,-3.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2
28/07/2018,314,14,29.65791345198519,65.0,1.8,960,26.8,1.75,0.2,0.0,Summer,No Holiday,Yes,7
16/04/2018,733,23,9.7,33.0,1.9666666666666668,2000,-5.8,0.0,0.0,0.0,Spring,No Holiday,Yes,4
18/12/2017,151,0,-5.9,50.0,0.6,2000,-14.6,0.0,0.0,0.0,Winter,No Holiday,Yes,12
24/06/2018,2290,19,27.8,41.0,2.7,1990,13.3,0.45,0.0,0.0,Summer,No Holiday,Yes,6
02/05/2018,327,21,7.721454922984031,94.0,2.8,1627,9.5,0.0,1.0,0.0,Spring,No Holiday,Yes,5
07/02/2018,164,23,-7.6,50.0,1.0,1839,-16.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2
06/06/2018,2162,18,26.6,52.0,2.5,1368,15.9,1.09,0.0,0.0,Summer,Holiday,Yes,6
23/08/2018,185,5,28.5,57.0,0.9,2000,19.1,0.0,0.1,0.0,Summer,No Holiday,Yes,8
05/05/2018,1258,12,21.9,35.0,2.766666666666667,1586,5.7,2.74,0.0,0.0,Spring,No Holiday,Yes,5
11/07/2018,1936,21,23.795930486236532,78.0,1.2,1606,23.1,0.0,0.0,0.0,Summer,No Holiday,Yes,7
18/03/2018,881,13,10.6,43.0,1.3,705,-1.4,1.07,0.0,0.0,Spring,No Holiday,Yes,3
06/09/2018,2497,18,25.8,58.0,2.9,2000,16.9,0.16,0.0,0.0,Autumn,No Holiday,Yes,9
15/12/2017,279,11,-2.9,46.0,1.0,809,-12.9,0.42,0.0,0.0,Winter,No Holiday,Yes,12
20/11/2018,659,10,5.1,33.0,1.4,1842,-9.8,1.1,0.0,0.0,Autumn,No Holiday,Yes,11
27/07/2018,1289,17,34.7,59.0,2.7,1095,25.5,1.49,0.0,0.0,Summer,No Holiday,Yes,7
20/09/2018,299,8,18.0,91.0,1.3,896,16.5,0.11,0.5,0.0,Autumn,No Holiday,Yes,9
15/08/2018,563,12,28.333789707194093,41.0,1.1,1807,21.1,2.73,0.0,0.0,Summer,Holiday,Yes,8
05/07/2018,846,1,23.9,79.0,1.7,1121,20.0,0.0,0.0,0.0,Summer,No Holiday,Yes,7
30/11/2018,300,2,0.6,66.0,0.5,1368,-5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
04/09/2018,997,13,26.5,58.0,2.8,2000,17.5,2.87,0.0,0.0,Autumn,No Holiday,Yes,9
04/09/2018,940,11,12.694377823690596,64.0,2.7,2000,17.2,2.7,0.0,0.0,Autumn,No Holiday,Yes,9
25/11/2018,616,19,6.3,73.0,1.1,524,1.8,0.0,0.0,0.4,Autumn,No Holiday,Yes,11
13/03/2018,815,15,18.6,47.0,3.3,1560,7.0,2.08,0.0,0.0,Spring,No Holiday,Yes,3
17/01/2018,258,14,7.7,54.0,2.6,313,-1.0,0.58,0.0,0.0,Winter,No Holiday,Yes,1
31/05/2018,2281,8,16.9,65.0,1.6,896,10.2,1.21,0.0,0.0,Spring,No Holiday,Yes,5
26/12/2017,350,17,-3.6,20.0,3.7,2000,-23.3,0.23,0.0,0.0,Winter,No Holiday,Yes,12
23/01/2018,145,21,-1.9711442507570673,49.0,4.1,2000,-21.6,0.0,0.0,0.9,Winter,No Holiday,Yes,1
09/05/2018,3130,18,20.6,41.0,2.3,2000,6.8,1.1,0.0,0.0,Spring,No Holiday,Yes,5
31/08/2018,965,13,28.7,46.0,2.6,1815,15.9,3.1,0.0,0.0,Summer,No Holiday,Yes,8
10/01/2018,225,9,-7.7,62.0,3.6,1637,-13.7,0.13,0.0,0.7,Winter,No Holiday,Yes,1
20/02/2018,415,21,1.1,21.0,1.6,2000,-18.8,0.0,0.0,0.0,Winter,No Holiday,Yes,2
28/02/2018,419,9,6.2,55.0,2.4,478,-2.1,0.13,0.0,0.0,Winter,No Holiday,Yes,2
10/10/2018,1041,14,30.32687185168968,43.0,2.8,2000,1.5,1.13,0.0,0.0,Autumn,No Holiday,Yes,10
08/09/2018,1096,10,22.2,43.0,0.9,1891,9.0,2.09,0.0,0.0,Autumn,No Holiday,Yes,9
22/03/2018,1495,18,7.9,46.0,3.1,1057,-3.0,0.58,0.0,0.0,Spring,No Holiday,Yes,3
12/01/2018,92,6,-14.9,45.0,2.3,2000,-24.2,0.0,0.0,0.0,Winter,No Holiday,Yes,1
20/04/2018,553,0,12.4,56.0,0.5,1028,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,4
01/09/2018,260,5,21.1,87.0,0.6,1116,18.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
16/01/2018,81,3,0.3,70.0,3.466666666666667,438,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes,1
14/04/2018,586,22,8.8,77.0,3.2,1258,4.9,0.0,0.0,0.0,Spring,No Holiday,Yes,4
29/09/2018,2021,19,22.5,43.0,0.4,2000,9.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
02/11/2018,2314,18,14.6,42.0,1.4,1428,1.8,0.02,0.0,0.0,Autumn,No Holiday,Yes,11
13/08/2018,1358,17,33.2,55.0,2.7,1600,22.9,0.55,0.0,0.0,Summer,No Holiday,Yes,8
09/05/2018,954,10,16.1,43.0,1.4,1985,3.5,2.41,0.0,0.0,Spring,No Holiday,Yes,5
20/10/2018,522,2,10.1,78.0,0.1,1887,6.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
03/05/2018,911,16,12.8,53.0,3.3,2000,3.4,0.76,0.0,0.0,Spring,No Holiday,Yes,5
13/05/2018,814,23,13.0,89.0,1.3,326,11.2,0.0,0.0,0.0,Spring,No Holiday,Yes,5
23/01/2018,84,6,-11.5,47.0,3.2,2000,-20.5,0.0,0.0,1.0,Winter,No Holiday,Yes,1
02/09/2018,930,1,22.8,59.0,1.6000000000000003,2000,14.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
18/04/2018,395,6,6.2,52.0,0.8,1609,-2.9,0.0,0.0,0.0,Spring,No Holiday,Yes,4
26/12/2017,578,8,-2.7,68.0,2.2,1919,-7.7,0.0,0.0,0.0,Winter,No Holiday,Yes,12
17/08/2018,820,13,31.3,30.0,2.1,2000,11.6,3.3,0.0,0.0,Summer,No Holiday,Yes,8
07/06/2018,1551,7,18.6,85.0,2.0,307,16.0,0.16,0.0,0.0,Summer,No Holiday,Yes,6
26/09/2018,880,0,17.0,51.0,1.5,2000,6.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
11/07/2018,991,13,28.7,69.0,2.6,1546,22.4,1.02,0.0,0.0,Summer,No Holiday,Yes,7
14/08/2018,681,1,28.9,71.0,1.2,1982,23.1,0.0,0.0,0.0,Summer,No Holiday,Yes,8
28/05/2018,1881,22,21.1,54.0,0.6,2000,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,5
10/04/2018,1702,8,9.6,38.0,1.4,1527,-4.0,0.58,0.0,0.0,Spring,No Holiday,Yes,4
03/02/2018,196,14,-2.448184598374341,31.0,2.6999999999999997,2000,-19.5,2.18,0.0,0.0,Winter,No Holiday,Yes,2
28/09/2018,0,10,17.4,51.0,1.3,1989,7.1,0.81,0.0,0.0,Autumn,No Holiday,No,9
27/03/2018,563,13,18.6,46.0,2.1,642,6.7,2.54,0.0,0.0,Spring,No Holiday,Yes,3
29/03/2018,1260,19,17.5,61.0,2.0,758,9.8,0.11,0.0,0.0,Spring,No Holiday,Yes,3
01/11/2018,1269,20,18.894865622710856,53.0,1.7,1868,0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
15/11/2018,154,4,6.1,72.0,1.3,1052,1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
22/04/2018,13,22,11.6,89.0,2.0,469,9.8,0.0,4.0,0.0,Spring,No Holiday,Yes,4
25/09/2018,542,9,15.3,49.0,1.0,2000,4.6,1.34,0.0,0.0,Autumn,Holiday,Yes,9
02/11/2018,166,4,5.2,74.0,1.3,1386,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
11/08/2018,441,3,27.9,69.0,0.8,2000,21.6,0.0,0.0,0.0,Summer,No Holiday,Yes,8
12/09/2018,949,0,20.2,54.0,1.2,2000,10.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
01/10/2018,1258,15,10.611405018914509,40.0,3.8,1983,5.0,1.96,0.0,0.0,Autumn,No Holiday,Yes,10
17/11/2018,644,20,7.30973649778506,43.0,2.7,1913,-6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
14/02/2018,349,13,7.2,65.0,3.8,773,1.0,0.61,0.0,0.0,Winter,No Holiday,Yes,2
24/03/2018,460,22,6.5,85.0,2.3,167,4.1,0.0,0.0,0.0,Spring,No Holiday,Yes,3
30/05/2018,507,0,19.1,84.0,1.6,540,16.3,0.0,0.0,0.0,Spring,No Holiday,Yes,5
21/09/2018,1288,15,21.8,76.0,1.4,2000,17.3,1.2,0.0,0.0,Autumn,No Holiday,Yes,9
11/11/2018,616,16,9.9,59.0,1.3,578,2.2,0.1,0.0,0.0,Autumn,No Holiday,Yes,11
14/05/2018,1124,14,23.1,56.0,1.6,391,13.8,2.67,0.0,0.0,Spring,No Holiday,Yes,5
16/02/2018,77,1,-3.6,35.0,2.0,1943,-16.8,0.0,0.0,0.0,Winter,Holiday,Yes,2
28/07/2018,654,10,32.0,65.0,0.9,966,24.5,1.19,0.0,0.0,Summer,No Holiday,Yes,7
26/06/2018,9,10,20.3,97.0,1.0,103,19.8,0.12,9.5,0.0,Summer,No Holiday,Yes,6
05/09/2018,249,5,19.7,82.0,0.5,2000,16.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
05/10/2018,17,14,17.2,95.0,1.6,553,16.3,0.48,2.5,0.0,Autumn,No Holiday,Yes,10
15/03/2018,39,8,14.1,97.0,1.1,342,13.6,0.0,0.0,0.0,Spring,No Holiday,Yes,3
04/06/2018,351,2,20.1,49.0,0.8,1978,9.0,0.0,0.0,0.0,Summer,No Holiday,Yes,6
13/11/2018,330,2,5.6,64.0,0.1,1556,-0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
23/07/2018,1697,22,30.3,60.0,1.8,2000,21.6,0.0,0.0,0.0,Summer,No Holiday,Yes,7
31/08/2018,297,3,23.3,81.0,1.7,1068,19.8,0.0,0.0,0.0,Summer,No Holiday,Yes,8
31/10/2018,798,23,6.4,60.0,1.8,1930,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
06/01/2018,169,23,-3.2,50.0,0.8,1429,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes,1
02/01/2018,148,0,-1.8,54.0,1.1,1772,-9.8,0.0,0.0,0.0,Winter,No Holiday,Yes,1
04/03/2018,492,17,11.8,82.0,1.7,990,8.8,0.4,0.0,0.0,Spring,No Holiday,Yes,3
11/01/2018,187,12,-8.6,40.0,2.6,1700,-19.8,1.11,0.0,0.0,Winter,No Holiday,Yes,1
07/06/2018,1342,9,20.5,73.0,1.8999999999999997,364,15.4,1.23,0.0,0.0,Summer,No Holiday,Yes,6
07/12/2017,431,12,3.7,65.0,1.5999999999999999,833,-2.2,0.98,0.0,0.3,Winter,No Holiday,Yes,12
12/11/2018,109,4,4.0,68.0,1.3,2000,-1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
04/08/2018,598,9,31.3,58.0,1.9,1598,22.0,1.24,0.0,0.0,Summer,No Holiday,Yes,8
18/10/2018,864,10,13.7,57.0,1.2,2000,5.3,1.33,0.0,0.0,Autumn,No Holiday,Yes,10
31/05/2018,1164,14,25.9,43.0,2.7,1493,12.3,2.97,0.0,0.0,Spring,No Holiday,Yes,5
28/10/2018,148,4,6.8,65.0,1.1,2000,0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
14/10/2018,110,5,7.6,79.0,0.3,765,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
28/04/2018,795,9,15.1,56.0,1.7,493,6.3,1.57,0.0,0.0,Spring,No Holiday,Yes,4
08/06/2018,255,4,18.5,82.0,2.0,1072,15.3,0.0,0.0,0.0,Summer,No Holiday,Yes,6
27/12/2017,258,13,-4.7,18.0,3.7,2000,-25.4,1.16,0.0,0.0,Winter,No Holiday,Yes,12
17/12/2017,166,20,-6.0,42.0,0.8,2000,-16.8,0.0,0.0,0.0,Winter,No Holiday,Yes,12
14/01/2018,81,8,-0.09042837741417475,79.0,0.8,412,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,1
20/04/2018,1213,21,19.2,50.0,1.5,842,8.5,0.0,0.0,0.0,Spring,No Holiday,Yes,4
09/07/2018,99,13,20.3,87.0,1.0,771,18.0,0.31,0.5,0.0,Summer,No Holiday,Yes,7
23/10/2018,2415,18,14.5,71.0,2.1,1235,9.2,0.06,0.0,0.0,Autumn,No Holiday,Yes,10
03/06/2018,193,5,17.1,66.0,0.3,1370,10.6,0.0,0.0,0.0,Summer,No Holiday,Yes,6
22/08/2018,842,15,36.8,36.0,1.0,2000,19.2,2.46,0.0,0.0,Summer,No Holiday,Yes,8
26/02/2018,929,18,2.5361583946393136,26.0,2.3,1398,-11.0,0.33,0.0,0.0,Winter,No Holiday,Yes,2
06/10/2018,529,13,17.7,89.0,1.2666666666666666,2000,15.8,0.62,0.5,0.0,Autumn,No Holiday,Yes,10
04/07/2018,2415,20,27.1,67.0,2.9,1949,20.4,0.06,0.0,0.0,Summer,No Holiday,Yes,7
09/02/2018,46,4,-4.4,47.0,0.9,1343,-14.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2
20/06/2018,1401,9,21.1,73.0,2.0,623,16.0,0.43,0.0,0.0,Summer,No Holiday,Yes,6
11/05/2018,850,9,14.753360581792364,72.0,0.7,342,9.3,0.84,0.0,0.0,Spring,No Holiday,Yes,5
07/12/2017,218,1,4.868986534859836,92.0,0.4,227,0.3,0.0,0.0,0.9,Winter,No Holiday,Yes,12
11/06/2018,1220,16,22.0,60.0,1.8,2000,13.8,0.14,0.0,0.0,Summer,No Holiday,Yes,6
30/08/2018,982,15,27.2,69.0,3.5,963,21.0,0.95,0.0,0.0,Summer,No Holiday,Yes,8
24/04/2018,814,9,12.0,71.0,1.4,2000,6.8,0.92,0.0,0.0,Spring,No Holiday,Yes,4
28/10/2018,535,17,9.4,85.0,1.2,2000,6.9,0.07,1.5,0.0,Autumn,No Holiday,Yes,10
11/02/2018,212,13,-2.4,28.0,3.0,1953,-18.4,2.35,0.0,0.0,Winter,No Holiday,Yes,2
06/11/2018,0,16,11.599165839047762,55.0,1.3,334,7.5,0.66,0.0,0.0,Autumn,No Holiday,No,11
26/05/2018,299,6,14.2,72.0,0.6,947,9.2,0.04,0.0,0.0,Spring,No Holiday,Yes,5
06/03/2018,616,15,10.1,24.0,1.8,1839,-9.6,2.12,0.0,0.0,Spring,No Holiday,Yes,3
19/06/2018,2378,21,21.6,66.0,2.4,962,14.9,0.0,0.0,0.0,Summer,No Holiday,Yes,6
13/12/2017,310,7,-11.7,53.0,1.6,1998,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes,12
01/09/2018,1110,21,26.0,52.0,1.4,2000,15.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
16/02/2018,93,11,1.0,25.0,1.4,1782,-16.8,1.7,0.0,0.0,Winter,Holiday,Yes,2
21/09/2018,809,0,28.733426718195535,78.0,2.1,2000,14.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
05/05/2018,190,5,12.2,52.0,2.3,1961,2.6,0.0,0.0,0.0,Spring,No Holiday,Yes,5
04/08/2018,700,16,34.5,49.0,4.0,1925,22.2,2.35,0.0,0.0,Summer,No Holiday,Yes,8
28/03/2018,1221,17,17.6,45.0,4.2,1947,5.5,0.7,0.0,0.0,Spring,No Holiday,Yes,3
15/09/2018,1710,21,23.3,80.0,0.7,1877,19.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
08/12/2017,261,10,-5.3,44.0,2.8,1516,-15.6,0.63,0.0,0.0,Winter,No Holiday,Yes,12
22/12/2017,481,19,5.2,64.0,0.7,691,-1.0,0.0,0.0,0.0,Winter,Holiday,Yes,12
23/12/2017,279,21,5.6,77.0,1.5333333333333332,212,1.8,0.0,0.0,0.0,Winter,No Holiday,Yes,12
07/05/2018,185,4,14.4,85.0,0.8,1437,11.9,0.0,0.0,0.0,Spring,No Holiday,Yes,5
27/06/2018,1015,11,23.4,73.0,1.3,827,18.2,2.38,0.0,0.0,Summer,No Holiday,Yes,6
17/05/2018,592,13,23.4,83.0,1.7,1944,20.3,1.5,0.0,0.0,Spring,No Holiday,Yes,5
30/04/2018,1711,21,19.1,73.0,1.2,413,14.1,0.0,0.0,0.0,Spring,No Holiday,Yes,4
27/04/2018,1922,8,11.6,58.0,1.4,1150,3.6,0.79,0.0,0.0,Spring,No Holiday,Yes,4
03/06/2018,437,3,18.0,64.0,1.3,1560,11.0,0.0,0.0,0.0,Summer,No Holiday,Yes,6
14/06/2018,1056,13,22.8,67.0,1.2,930,16.3,1.55,0.0,0.0,Summer,No Holiday,Yes,6
03/06/2018,1248,0,19.7,55.0,2.0,1986,10.3,0.0,0.0,0.0,Summer,No Holiday,Yes,6
06/09/2018,1049,13,28.0,52.0,2.3,1642,17.2,1.85,0.0,0.0,Autumn,No Holiday,Yes,9
21/12/2017,84,6,-4.8,91.0,1.1,266,-6.0,0.0,0.0,2.2,Winter,No Holiday,Yes,12
17/11/2018,733,10,4.7,47.0,1.2,1788,-5.6,1.22,0.0,0.0,Autumn,No Holiday,Yes,11
14/05/2018,552,6,12.1,89.0,0.3,252,10.3,0.02,0.0,0.0,Spring,No Holiday,Yes,5
07/01/2018,38,6,-16.368203928699934,52.0,0.7,1503,-13.8,0.0,0.0,0.0,Winter,No Holiday,Yes,1
14/08/2018,700,15,37.2,38.0,2.5,1832,20.5,2.68,0.0,0.0,Summer,No Holiday,Yes,8
06/05/2018,43,3,16.2,94.0,1.7,400,15.2,0.0,1.5,0.0,Spring,No Holiday,Yes,5
25/05/2018,1121,9,4.799188828269134,44.0,2.5,995,6.9,1.88,0.0,0.0,Spring,No Holiday,Yes,5
20/07/2018,791,11,31.6,54.0,1.3,990,21.1,2.84,0.0,0.0,Summer,No Holiday,Yes,7
09/07/2018,71,22,25.417027047632804,96.0,1.1,1641,19.7,0.0,0.5,0.0,Summer,No Holiday,Yes,7
07/07/2018,2238,18,27.8,48.0,1.2,2000,15.7,0.91,0.0,0.0,Summer,No Holiday,Yes,7
20/09/2018,935,23,18.7,80.0,1.7,2000,15.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
21/06/2018,539,2,20.2,82.0,0.9,575,17.0,0.0,0.0,0.0,Summer,No Holiday,Yes,6
16/09/2018,754,13,23.6,66.0,2.1,1689,16.8,0.87,0.0,0.0,Autumn,No Holiday,Yes,9
08/02/2018,507,8,-9.7,65.0,1.3333333333333333,1508,-15.0,0.02,0.0,0.0,Winter,No Holiday,Yes,2
12/10/2018,2618,18,14.3,46.0,1.3,2000,2.8,0.16,0.0,0.0,Autumn,No Holiday,Yes,10
18/05/2018,48,2,18.8,98.0,1.5,237,18.4,0.0,0.5,0.0,Spring,No Holiday,Yes,5
18/02/2018,86,2,-4.7,33.0,0.1,2000,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2
17/10/2018,896,23,9.7,56.0,0.7,2000,1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
27/09/2018,1930,21,18.7,48.0,1.3,2000,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
